遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,獎號7,獎號8,獎號9,獎號10,獎號11,獎號12 
雙贏彩,109000265,2020/11/04,2918300,58366,687000,01,07,08,11,14,15,16,17,20,21,23,24
雙贏彩,109000266,2020/11/05,2376550,47531,621600,01,05,06,07,10,13,17,18,19,22,23,24
雙贏彩,109000267,2020/11/06,2338450,46769,731900,01,05,06,08,09,11,12,17,18,20,21,23
雙贏彩,109000268,2020/11/07,2882600,57652,880600,03,04,05,06,10,12,16,17,19,20,22,24
雙贏彩,109000269,2020/11/09,2567000,51340,31236000,03,04,12,13,14,15,16,17,21,22,23,24
雙贏彩,109000270,2020/11/10,2394300,47886,449700,02,04,05,07,08,09,12,13,15,17,19,22
雙贏彩,109000271,2020/11/11,3113950,62279,910700,06,07,09,12,13,16,17,18,19,21,22,24
雙贏彩,109000272,2020/11/12,2426850,48537,526200,02,03,04,05,06,07,08,12,13,20,21,24
雙贏彩,109000273,2020/11/13,2312100,46242,842000,01,03,09,11,12,13,14,15,19,21,22,24
雙贏彩,109000274,2020/11/14,2977400,59548,984100,02,04,05,07,09,10,12,14,15,19,21,22
雙贏彩,109000275,2020/11/16,2639050,52781,1173600,01,02,06,08,11,14,15,17,19,21,22,24
雙贏彩,109000276,2020/11/17,2365450,47309,630200,02,03,08,09,10,11,15,16,17,21,22,23
雙贏彩,109000277,2020/11/18,2970500,59410,676800,04,05,06,07,11,12,15,16,17,19,20,24
雙贏彩,109000278,2020/11/19,2393700,47874,736500,01,02,03,04,05,06,07,10,15,19,21,24
雙贏彩,109000279,2020/11/20,2412800,48256,683400,01,03,04,07,08,09,10,11,12,19,23,24
雙贏彩,109000280,2020/11/21,2956750,59135,1174800,01,03,04,05,08,11,12,16,17,19,20,21
雙贏彩,109000281,2020/11/23,2610800,52216,849200,02,03,06,07,09,12,16,17,18,20,21,22
雙贏彩,109000282,2020/11/24,2325650,46513,517000,01,03,04,06,08,09,12,14,15,17,19,24
雙贏彩,109000283,2020/11/25,2942900,58858,900100,01,03,05,07,10,15,16,18,19,20,21,24
雙贏彩,109000284,2020/11/26,2428750,48575,645200,01,05,06,07,09,10,11,12,13,15,17,22
雙贏彩,109000285,2020/11/27,2365800,47316,724500,01,03,04,06,07,10,11,16,19,20,23,24
雙贏彩,109000286,2020/11/28,2858150,57163,980000,03,05,07,08,10,11,16,18,19,21,23,24
雙贏彩,109000287,2020/11/30,2542900,50858,745500,01,02,03,05,10,11,16,17,18,20,23,24
雙贏彩,109000288,2020/12/01,2303700,46074,543000,01,05,06,08,10,11,13,17,18,22,23,24
雙贏彩,109000289,2020/12/02,2933800,58676,571700,01,02,04,08,10,11,12,16,17,18,21,24
雙贏彩,109000290,2020/12/03,2277550,45551,429500,01,04,06,08,09,11,13,14,15,19,20,23
雙贏彩,109000291,2020/12/04,2326200,46524,613700,01,02,04,07,10,13,15,16,20,21,23,24
雙贏彩,109000292,2020/12/05,2881200,57624,470900,03,04,05,09,10,11,12,14,18,20,22,23
雙贏彩,109000293,2020/12/07,2557350,51147,643900,01,03,06,07,08,09,10,11,14,15,18,22
雙贏彩,109000294,2020/12/08,2265850,45317,781100,04,05,08,13,14,15,16,17,18,19,20,22
雙贏彩,109000295,2020/12/09,2773650,55473,371100,02,04,06,07,08,09,11,13,14,22,23,24
雙贏彩,109000296,2020/12/10,2384000,47680,546200,01,02,03,04,05,07,12,18,19,20,21,23
雙贏彩,109000297,2020/12/11,2343100,46862,935300,01,02,04,07,08,10,12,13,16,17,18,22
雙贏彩,109000298,2020/12/12,2964350,59287,721700,02,05,06,08,10,11,12,13,14,15,16,17
雙贏彩,109000299,2020/12/14,2652450,53049,538500,02,05,06,07,08,11,12,14,17,19,21,24
雙贏彩,109000300,2020/12/15,2275900,45518,918100,02,03,04,09,10,11,14,16,17,19,22,24
雙贏彩,109000301,2020/12/16,2861700,57234,899600,02,04,05,07,08,12,14,15,17,18,19,21
雙贏彩,109000302,2020/12/17,2366200,47324,534100,04,05,06,10,12,14,16,17,19,21,23,24
雙贏彩,109000303,2020/12/18,2397100,47942,914400,02,03,05,06,07,08,10,13,17,19,20,22
雙贏彩,109000304,2020/12/19,2948150,58963,999900,01,02,06,09,10,11,15,17,18,20,23,24
雙贏彩,109000305,2020/12/21,2855050,57101,15528300,01,02,04,06,08,09,11,15,17,18,21,24
雙贏彩,109000306,2020/12/22,2515600,50312,741700,01,02,04,06,10,12,13,14,16,19,21,22
雙贏彩,109000307,2020/12/23,2819250,56385,784500,01,04,08,11,13,15,16,17,20,21,22,24
雙贏彩,109000308,2020/12/24,2409100,48182,635500,02,05,06,08,09,12,17,18,19,20,22,24
雙贏彩,109000309,2020/12/25,2384050,47681,230700,01,05,07,08,11,13,15,16,18,21,22,24
雙贏彩,109000310,2020/12/26,2910350,58207,871800,02,03,06,07,08,11,13,14,17,18,19,24
雙贏彩,109000311,2020/12/28,2575800,51516,427400,04,06,07,08,09,10,11,13,14,20,22,23
雙贏彩,109000312,2020/12/29,2326200,46524,629100,02,04,06,07,10,13,15,16,20,21,22,23
雙贏彩,109000313,2020/12/30,2793100,55862,361700,04,06,07,08,12,14,16,17,19,20,21,22
雙贏彩,109000314,2020/12/31,2467150,49343,548400,02,03,05,06,07,08,09,14,15,19,20,23
