,pres_hpa,temp_cels,rh_percent
2020-01-01,1001.7,14.2,89.0
2020-01-02,999.3,16.9,76.0
2020-01-03,996.4,16.6,83.0
2020-01-04,,,
2020-01-05,996.2,18.6,81.0
2020-01-06,993.7,20.7,79.0
2020-01-07,992.5,18.1,87.0
2020-01-08,996.6,13.2,84.0
2020-01-09,993.3,15.8,82.0
2020-01-10,989.9,18.1,84.0
2020-01-11,990.2,16.2,90.0
2020-01-12,993.3,11.6,97.0
2020-01-13,993.3,14.4,94.0
2020-01-14,996.2,14.9,90.0
2020-01-15,994.1,15.9,97.0
2020-01-16,992.8,16.2,88.0
2020-01-17,995.8,11.4,98.0
2020-01-18,995.2,11.4,96.0
2020-01-19,996.7,12.1,97.0
2020-01-20,,,
2020-01-21,997.0,15.6,78.0
2020-01-22,994.0,18.7,90.0
2020-01-23,993.5,20.2,88.0
2020-01-24,995.1,18.3,94.0
2020-01-25,992.1,16.8,92.0
2020-01-26,,,
2020-01-27,991.5,11.4,98.0
2020-01-28,993.2,10.5,97.0
2020-01-29,995.1,8.8,88.0
2020-01-30,996.6,6.5,76.0
2020-01-31,997.7,8.8,70.0
2020-02-01,998.0,11.7,72.0
2020-02-02,996.3,14.1,84.0
2020-02-03,996.3,14.6,96.0
2020-02-04,994.6,14.8,97.0
2020-02-05,998.2,12.6,95.0
2020-02-06,993.0,17.0,89.0
2020-02-07,997.3,13.7,95.0
2020-02-08,1000.8,12.1,96.0
2020-02-09,1000.5,12.0,84.0
2020-02-10,997.0,15.1,72.0
2020-02-11,994.9,18.8,67.0
2020-02-12,992.1,19.1,85.0
2020-02-13,990.5,19.3,93.0
2020-02-14,990.9,18.0,96.0
2020-02-15,988.7,20.7,90.0
2020-02-16,999.2,8.4,97.0
2020-02-17,1003.8,6.9,84.0
2020-02-18,1001.1,10.6,71.0
2020-02-19,998.1,15.5,71.0
2020-02-20,1000.7,16.0,89.0
2020-02-21,1000.1,17.5,87.0
2020-02-22,1001.7,15.7,96.0
2020-02-23,998.6,17.2,89.0
2020-02-24,993.8,19.5,83.0
2020-02-25,992.2,20.5,78.0
2020-02-26,994.6,19.7,87.0
2020-02-27,996.0,16.6,95.0
2020-02-28,991.7,18.6,91.0
2020-02-29,988.4,18.9,93.0
2020-03-01,990.7,16.9,94.0
2020-03-02,995.0,14.3,87.0
2020-03-03,993.1,17.6,88.0
2020-03-04,995.4,13.8,97.0
2020-03-05,995.8,12.3,94.0
2020-03-06,990.7,18.3,79.0
2020-03-07,987.9,20.2,84.0
2020-03-08,985.6,20.7,87.0
2020-03-09,981.9,20.5,94.0
2020-03-10,993.5,12.4,95.0
2020-03-11,994.9,14.3,86.0
2020-03-12,989.1,18.4,90.0
2020-03-13,990.8,17.8,97.0
2020-03-14,994.6,12.3,95.0
2020-03-15,994.7,14.0,60.0
2020-03-16,995.6,15.8,56.0
2020-03-17,993.6,17.2,69.0
2020-03-18,990.1,17.7,94.0
2020-03-19,990.8,18.1,96.0
2020-03-20,990.4,19.3,86.0
2020-03-21,988.1,21.2,82.0
2020-03-22,987.5,22.4,82.0
2020-03-23,992.2,17.5,89.0
2020-03-24,990.6,19.5,95.0
2020-03-25,988.6,22.6,85.0
2020-03-26,988.1,23.5,81.0
2020-03-27,989.2,21.4,97.0
2020-03-28,992.7,12.5,97.0
2020-03-29,989.0,16.3,88.0
2020-03-30,989.0,16.9,94.0
