,pres_hpa,temp_cels,rh_percent
2020-01-01,1022.9,16.0,83.0
2020-01-02,,,
2020-01-03,1017.0,19.8,70.0
2020-01-04,1016.5,20.6,71.0
2020-01-05,1016.7,21.7,70.0
2020-01-06,1014.3,20.0,85.0
2020-01-07,1013.0,20.1,84.0
2020-01-08,1017.4,15.6,73.0
2020-01-09,1014.0,17.9,75.0
2020-01-10,1010.6,20.9,75.0
2020-01-11,1011.2,18.0,84.0
2020-01-12,1014.6,13.4,89.0
2020-01-13,1014.1,16.8,85.0
2020-01-14,1017.3,16.8,82.0
2020-01-15,1015.0,17.7,90.0
2020-01-16,1013.6,18.1,81.0
2020-01-17,1016.9,13.5,87.0
2020-01-18,1016.1,13.6,84.0
2020-01-19,1017.7,13.8,89.0
2020-01-20,1019.6,15.0,71.0
2020-01-21,1017.3,17.8,70.0
2020-01-22,1014.4,19.9,83.0
2020-01-23,1013.8,20.6,76.0
2020-01-24,1015.5,19.9,87.0
2020-01-25,1012.6,17.7,92.0
2020-01-26,1008.4,15.5,97.0
2020-01-27,1012.5,13.0,92.0
2020-01-28,1014.2,12.0,88.0
2020-01-29,1016.2,10.7,88.0
2020-01-30,1017.8,8.5,67.0
2020-01-31,1018.7,11.1,64.0
2020-02-01,1018.9,13.5,68.0
2020-02-02,1016.9,16.1,79.0
2020-02-03,1017.2,16.2,90.0
2020-02-04,1015.2,16.5,95.0
2020-02-05,1019.1,14.6,88.0
2020-02-06,1013.4,19.5,78.0
2020-02-07,1018.3,15.1,99.0
2020-02-08,1021.8,14.7,82.0
2020-02-09,1021.4,14.0,79.0
2020-02-10,,,
2020-02-11,,,
2020-02-12,,,
2020-02-13,1011.3,20.9,91.0
2020-02-14,1011.4,19.1,97.0
2020-02-15,,,
2020-02-16,1020.8,9.9,92.0
2020-02-17,1025.3,8.4,74.0
2020-02-18,1022.2,13.0,62.0
2020-02-19,1018.8,17.9,66.0
2020-02-20,1021.5,17.2,90.0
2020-02-21,1021.1,18.8,84.0
2020-02-22,1022.9,17.1,92.0
2020-02-23,1019.4,19.5,79.0
2020-02-24,1014.1,22.2,71.0
2020-02-25,1012.5,23.3,67.0
2020-02-26,1015.2,20.9,88.0
2020-02-27,1016.7,18.3,91.0
2020-02-28,1012.4,19.6,86.0
2020-02-29,1008.9,21.5,83.0
2020-03-01,,,
2020-03-02,,,
2020-03-03,,,
2020-03-04,,,
2020-03-05,1016.7,14.5,84.0
2020-03-06,1011.1,19.2,80.0
2020-03-07,1008.2,21.0,83.0
2020-03-08,1005.9,23.3,77.0
2020-03-09,1002.1,22.5,88.0
2020-03-10,1014.6,14.8,84.0
2020-03-11,1015.6,16.8,74.0
2020-03-12,1009.6,20.1,84.0
2020-03-13,1011.5,18.8,99.0
2020-03-14,1015.6,14.6,81.0
2020-03-15,1015.5,16.3,52.0
2020-03-16,1016.0,19.0,43.0
2020-03-17,1014.3,19.7,65.0
2020-03-18,1010.6,19.5,94.0
2020-03-19,1011.3,20.0,99.0
2020-03-20,1010.6,21.5,79.0
2020-03-21,1008.5,22.6,82.0
2020-03-22,1007.8,25.0,73.0
2020-03-23,1012.8,19.8,79.0
2020-03-24,1011.0,21.2,92.0
2020-03-25,1008.9,24.8,81.0
2020-03-26,1008.4,25.9,69.0
2020-03-27,1009.6,22.5,99.0
2020-03-28,1014.0,14.6,88.0
2020-03-29,1009.9,18.4,80.0
2020-03-30,1009.8,18.4,88.0
2020-03-31,1007.1,20.3,92.0
2020-04-01,1014.7,16.3,78.0
2020-04-02,1015.4,18.4,90.0
2020-04-03,1014.6,17.8,89.0
2020-04-04,1016.9,16.3,86.0
2020-04-05,1016.1,15.4,86.0
2020-04-06,1012.1,17.1,92.0
2020-04-07,1012.7,16.0,85.0
2020-04-08,1012.6,18.6,78.0
2020-04-09,1015.0,20.0,73.0
2020-04-10,1013.5,21.8,64.0
2020-04-11,1008.8,17.9,97.0
2020-04-12,1014.5,12.0,84.0
2020-04-13,1016.0,15.3,52.0
2020-04-14,1011.3,19.5,61.0
2020-04-15,1010.6,20.7,59.0
2020-04-16,1010.3,23.1,68.0
2020-04-17,1009.7,23.9,71.0
2020-04-18,1009.6,24.1,78.0
2020-04-19,1005.7,25.3,88.0
2020-04-20,1008.3,22.7,80.0
2020-04-21,1009.9,19.9,91.0
2020-04-22,1013.8,18.1,86.0
2020-04-23,1015.6,15.8,92.0
2020-04-24,1015.5,16.1,83.0
2020-04-25,1011.9,19.4,96.0
2020-04-26,1012.6,20.4,85.0
2020-04-27,1013.1,22.3,72.0
2020-04-28,1013.3,22.7,71.0
2020-04-29,1011.4,23.9,67.0
2020-04-30,1009.8,25.4,70.0
2020-05-01,1007.1,26.0,72.0
2020-05-02,1004.1,25.7,68.0
2020-05-03,1004.0,26.3,82.0
2020-05-04,1004.8,27.5,81.0
2020-05-05,1001.7,28.4,77.0
2020-05-06,1005.8,22.7,96.0
2020-05-07,1005.0,25.6,86.0
2020-05-08,1004.5,27.1,81.0
2020-05-09,1002.9,29.2,77.0
2020-05-10,1005.4,26.4,98.0
2020-05-11,1005.5,22.8,92.0
2020-05-12,1008.2,22.0,83.0
2020-05-13,1009.0,25.6,65.0
2020-05-14,1005.7,26.8,78.0
2020-05-15,1004.3,27.6,81.0
2020-05-16,,,
2020-05-17,,,
2020-05-18,999.4,25.2,96.0
2020-05-19,1004.2,22.3,97.0
2020-05-20,1004.8,23.7,95.0
2020-05-21,,,
2020-05-22,999.7,23.5,99.0
2020-05-23,1002.9,23.5,97.0
2020-05-24,,,
2020-05-25,1006.0,25.8,91.0
2020-05-26,1002.4,27.8,80.0
2020-05-27,1006.4,22.6,92.0
2020-05-28,1008.4,22.7,98.0
2020-05-29,,,
2020-05-30,1005.8,27.8,86.0
2020-05-31,1006.8,26.3,97.0
2020-06-01,1006.8,25.8,97.0
2020-06-02,1005.1,28.4,88.0
2020-06-03,1002.6,30.1,67.0
2020-06-04,1002.9,29.6,76.0
2020-06-05,1002.3,28.2,82.0
2020-06-06,1001.6,29.2,75.0
2020-06-07,1003.8,24.9,99.0
2020-06-08,1005.1,24.6,96.0
2020-06-09,1005.2,25.6,93.0
2020-06-10,1004.5,29.0,67.0
2020-06-11,1002.3,29.2,75.0
2020-06-12,1001.4,30.0,70.0
2020-06-13,1004.7,29.1,80.0
2020-06-14,1008.9,25.8,99.0
2020-06-15,1006.9,30.3,69.0
2020-06-16,1003.2,30.6,66.0
2020-06-17,1002.6,31.3,64.0
2020-06-18,1001.8,31.8,67.0
2020-06-19,1003.4,31.2,65.0
2020-06-20,1001.6,30.7,72.0
2020-06-21,999.6,30.5,69.0
2020-06-22,1000.8,31.0,66.0
2020-06-23,1001.2,28.6,81.0
2020-06-24,1001.2,29.6,81.0
2020-06-25,1002.4,29.8,78.0
2020-06-26,1005.3,24.7,99.0
2020-06-27,1003.9,30.5,72.0
2020-06-28,1002.8,26.6,97.0
2020-06-29,1000.6,28.5,90.0
2020-06-30,1000.4,27.7,96.0
