,pres_hpa,temp_cels,rh_percent
2018-01-01,1017.9,16.3,82.0
2018-01-02,1015.1,19.7,69.0
2018-01-03,1015.8,20.4,66.0
2018-01-04,1013.1,19.3,88.0
2018-01-05,1015.8,15.9,89.0
2018-01-06,1013.2,17.1,94.0
2018-01-07,1012.7,17.0,96.0
2018-01-08,1014.1,15.4,89.0
2018-01-09,1021.1,10.0,83.0
2018-01-10,1023.3,10.5,52.0
2018-01-11,1025.9,10.8,50.0
2018-01-12,1027.1,10.5,51.0
2018-01-13,1023.6,11.7,82.0
2018-01-14,1017.7,16.7,67.0
2018-01-15,1013.0,19.6,67.0
2018-01-16,1009.3,18.9,81.0
2018-01-17,1013.0,19.7,84.0
2018-01-18,1014.1,20.6,87.0
2018-01-19,1015.0,17.7,92.0
2018-01-20,1013.6,18.5,91.0
2018-01-21,1009.7,20.5,85.0
2018-01-22,1012.9,16.1,75.0
2018-01-23,1014.0,17.6,79.0
2018-01-24,1014.9,15.3,88.0
2018-01-25,1013.9,17.8,80.0
2018-01-26,1018.3,13.2,88.0
2018-01-27,1012.2,18.4,77.0
2018-01-28,1014.7,14.2,86.0
2018-01-29,1019.4,11.0,88.0
2018-01-30,1017.3,13.2,93.0
2018-01-31,1016.0,14.7,90.0
2018-02-01,1018.8,12.2,91.0
2018-02-02,1022.6,11.7,80.0
2018-02-03,1023.5,9.0,85.0
2018-02-04,1024.4,8.4,91.0
2018-02-05,1023.4,7.8,89.0
2018-02-06,1021.0,10.5,59.0
2018-02-07,1018.1,11.2,95.0
2018-02-08,1016.2,12.0,88.0
2018-02-09,1013.3,16.3,97.0
2018-02-10,1016.1,15.6,91.0
2018-02-11,1022.7,11.7,89.0
2018-02-12,1023.5,12.8,56.0
2018-02-13,1019.6,15.8,62.0
2018-02-14,1013.7,18.6,70.0
2018-02-15,1012.3,21.3,61.0
2018-02-16,1012.0,18.3,87.0
2018-02-17,1015.5,17.2,78.0
2018-02-18,1013.2,18.9,83.0
2018-02-19,1011.3,20.3,77.0
2018-02-20,1010.0,17.5,91.0
2018-02-21,1013.5,15.8,92.0
2018-02-22,1017.6,14.1,91.0
2018-02-23,1017.5,16.6,77.0
2018-02-24,1015.1,17.9,88.0
2018-02-25,1017.5,15.1,94.0
2018-02-26,1017.6,16.6,71.0
2018-02-27,1012.9,18.2,87.0
2018-02-28,1009.7,19.5,92.0
2018-03-01,1009.2,21.0,82.0
2018-03-02,1007.7,20.6,85.0
2018-03-03,1007.5,22.8,89.0
2018-03-04,1008.7,24.1,85.0
2018-03-05,1013.4,17.8,84.0
2018-03-06,1017.0,16.4,90.0
2018-03-07,1012.9,17.6,95.0
2018-03-08,1020.5,11.9,87.0
2018-03-09,1021.0,13.4,62.0
2018-03-10,1019.3,15.6,55.0
2018-03-11,1017.4,19.4,46.0
2018-03-12,1014.8,21.5,50.0
2018-03-13,1012.7,21.9,69.0
2018-03-14,1012.1,23.5,64.0
2018-03-15,1011.4,20.7,75.0
2018-03-16,1015.0,18.2,87.0
2018-03-17,1015.2,19.5,87.0
2018-03-18,1011.5,22.4,76.0
2018-03-19,1007.4,23.3,82.0
2018-03-20,1010.3,15.9,86.0
2018-03-21,1015.2,13.8,59.0
2018-03-22,1014.5,14.5,60.0
2018-03-23,1017.0,19.0,54.0
2018-03-24,1016.0,20.2,54.0
2018-03-25,1015.9,21.9,55.0
2018-03-26,1013.3,22.2,66.0
2018-03-27,1012.1,21.0,77.0
2018-03-28,1010.7,22.6,70.0
2018-03-29,1010.6,23.9,60.0
2018-03-30,1012.3,22.8,54.0
2018-03-31,1010.7,22.8,58.0
2018-04-01,1009.3,24.0,46.0
2018-04-02,1009.5,25.1,60.0
2018-04-03,1010.3,23.7,81.0
2018-04-04,1009.3,25.1,62.0
2018-04-05,1007.4,25.4,68.0
2018-04-06,1018.7,15.0,78.0
2018-04-07,1021.3,15.2,47.0
2018-04-08,1016.0,19.2,57.0
2018-04-09,1012.9,22.3,58.0
2018-04-10,1010.2,24.0,59.0
2018-04-11,1007.3,26.0,70.0
2018-04-12,1009.0,24.9,89.0
2018-04-13,1008.1,27.1,71.0
2018-04-14,1007.1,24.5,94.0
2018-04-15,1014.6,17.4,79.0
2018-04-16,1014.0,19.2,57.0
2018-04-17,1015.3,17.1,72.0
2018-04-18,1012.6,20.3,71.0
2018-04-19,1011.8,23.4,66.0
2018-04-20,1011.2,24.0,67.0
2018-04-21,1009.3,26.3,66.0
