,pres_hpa,temp_cels,rh_percent
2019-01-01,1019.4,15.4,95.0
2019-01-02,1017.7,17.1,96.0
2019-01-03,1018.3,18.2,92.0
2019-01-04,1014.1,19.4,92.0
2019-01-05,1012.8,18.9,90.0
2019-01-06,1015.0,17.2,88.0
2019-01-07,1011.6,19.4,91.0
2019-01-08,1014.8,17.8,95.0
2019-01-09,1014.4,18.6,87.0
2019-01-10,1011.1,21.2,91.0
2019-01-11,1009.7,20.9,87.0
2019-01-12,1012.8,17.3,89.0
2019-01-13,1012.5,17.5,87.0
2019-01-14,1010.8,18.7,80.0
2019-01-15,1012.0,19.1,90.0
2019-01-16,1013.0,15.1,96.0
2019-01-17,1016.6,14.2,87.0
2019-01-18,1013.5,16.1,73.0
2019-01-19,1010.6,17.9,89.0
2019-01-20,1014.2,15.2,90.0
2019-01-21,1014.5,13.7,94.0
2019-01-22,1014.5,12.0,89.0
2019-01-23,1013.1,15.0,71.0
2019-01-24,1012.5,14.1,86.0
2019-01-25,1014.0,16.6,83.0
2019-01-26,1018.8,12.4,67.0
2019-01-27,1015.2,11.8,87.0
2019-01-28,1013.3,16.9,83.0
2019-01-29,1013.3,17.9,85.0
2019-01-30,1011.3,17.9,100.0
2019-01-31,1014.3,16.2,98.0
2019-02-01,1015.0,13.5,90.0
2019-02-02,1008.9,20.5,82.0
2019-02-03,1009.9,20.8,100.0
2019-02-04,1011.9,15.8,100.0
2019-02-05,1007.7,16.7,100.0
2019-02-06,1005.1,20.2,100.0
2019-02-07,1008.0,18.0,
2019-02-08,1009.9,15.1,
2019-02-09,1014.5,14.6,
2019-02-10,1016.0,15.9,
2019-02-11,1018.9,15.0,
2019-02-12,1014.3,21.3,85.0
2019-02-13,1014.9,17.3,91.0
2019-02-14,1014.5,17.6,91.0
2019-02-15,1011.2,19.1,93.0
2019-02-16,1012.6,15.4,90.0
2019-02-17,1012.5,16.6,87.0
2019-02-18,1006.9,20.3,92.0
2019-02-19,1011.0,20.1,91.0
2019-02-20,1011.6,21.9,91.0
2019-02-21,1009.2,19.9,91.0
2019-02-22,1011.9,15.3,89.0
2019-02-23,1011.4,13.2,96.0
2019-02-24,1009.2,14.9,96.0
2019-02-25,1010.8,16.6,88.0
2019-02-26,1008.7,17.1,84.0
2019-02-27,1005.8,20.0,89.0
2019-02-28,1010.1,16.7,88.0
2019-03-01,1008.9,18.5,91.0
2019-03-02,1003.7,20.8,88.0
2019-03-03,1003.6,16.1,96.0
2019-03-04,1009.4,16.0,75.0
2019-03-05,1005.6,16.3,92.0
2019-03-06,1009.8,15.4,86.0
2019-03-07,1014.0,11.6,91.0
2019-03-08,1008.9,16.5,94.0
2019-03-09,1001.6,18.0,98.0
2019-03-10,1006.2,14.9,86.0
2019-03-11,1007.0,14.8,86.0
2019-03-12,1009.1,17.9,68.0
2019-03-13,1011.8,19.1,71.0
2019-03-14,1012.1,18.5,78.0
2019-03-15,1014.7,15.2,76.0
2019-03-16,1011.8,17.8,69.0
2019-03-17,1011.0,18.7,94.0
2019-03-18,1007.0,19.2,92.0
2019-03-19,1007.7,19.7,85.0
2019-03-20,1003.4,23.8,82.0
2019-03-21,1001.7,24.7,84.0
2019-03-22,1008.3,17.7,89.0
2019-03-23,1014.6,14.0,87.0
2019-03-24,1009.8,16.9,95.0
2019-03-25,1009.4,17.5,95.0
2019-03-26,1011.5,18.8,81.0
2019-03-27,1006.4,21.9,90.0
2019-03-28,1001.3,23.2,86.0
2019-03-29,1002.7,21.1,88.0
2019-03-30,1007.5,19.9,80.0
2019-03-31,1014.1,16.2,85.0
2019-04-01,1015.0,15.3,85.0
2019-04-02,1008.9,19.1,92.0
2019-04-03,1009.4,20.1,91.0
2019-04-04,1006.5,22.2,90.0
2019-04-05,1006.1,18.9,85.0
2019-04-06,1003.9,21.5,86.0
2019-04-07,1002.7,24.2,86.0
2019-04-08,1003.7,25.6,74.0
2019-04-09,1000.1,26.0,82.0
2019-04-10,1004.3,19.8,92.0
2019-04-11,1006.3,18.2,93.0
2019-04-12,1009.4,18.1,82.0
2019-04-13,1006.9,20.3,97.0
2019-04-14,1007.6,20.8,85.0
2019-04-15,1008.3,18.4,77.0
2019-04-16,1003.8,18.7,97.0
2019-04-17,1003.6,20.6,72.0
2019-04-18,1002.6,23.4,84.0
2019-04-19,1000.7,23.0,95.0
2019-04-20,999.8,23.2,90.0
2019-04-21,1000.5,24.7,90.0
2019-04-22,1002.2,24.9,98.0
2019-04-23,1000.5,26.8,87.0
2019-04-24,1000.2,26.6,87.0
2019-04-25,1000.6,25.9,86.0
2019-04-26,1005.4,24.7,86.0
2019-04-27,1006.7,22.5,90.0
2019-04-28,1004.5,24.1,83.0
2019-04-29,1001.4,26.2,81.0
2019-04-30,998.7,25.2,91.0
2019-05-01,1004.4,19.1,93.0
2019-05-02,1006.9,17.7,93.0
2019-05-03,1007.9,20.2,70.0
2019-05-04,1005.7,20.9,81.0
2019-05-05,1002.8,23.5,72.0
2019-05-06,1004.7,19.1,86.0
2019-05-07,1005.4,17.8,87.0
2019-05-08,1001.2,21.0,94.0
2019-05-09,1001.2,19.8,97.0
2019-05-10,1002.9,21.9,82.0
2019-05-11,1004.0,23.0,89.0
2019-05-12,1003.4,25.2,88.0
2019-05-13,1001.0,26.0,86.0
2019-05-14,1001.9,25.3,87.0
2019-05-15,1000.7,25.9,88.0
2019-05-16,997.4,28.6,79.0
2019-05-17,996.2,25.8,93.0
2019-05-18,997.3,26.9,91.0
2019-05-19,998.2,28.3,83.0
2019-05-20,1003.5,20.9,88.0
2019-05-21,1002.8,20.5,69.0
2019-05-22,1001.8,22.8,79.0
2019-05-23,1003.9,22.8,85.0
2019-05-24,1003.6,25.4,72.0
2019-05-25,1002.7,25.3,71.0
2019-05-26,1001.4,26.7,71.0
2019-05-27,1001.2,24.9,95.0
2019-05-28,1004.2,21.3,94.0
2019-05-29,1004.2,20.6,77.0
2019-05-30,1001.1,24.8,90.0
2019-05-31,1000.9,25.8,90.0
2019-06-01,999.5,25.1,98.0
2019-06-02,997.2,27.3,88.0
2019-06-03,999.8,27.3,84.0
2019-06-04,1000.5,26.8,90.0
2019-06-05,1002.6,27.2,87.0
2019-06-06,1002.2,27.8,89.0
2019-06-07,1002.4,25.2,92.0
2019-06-08,998.5,28.7,81.0
2019-06-09,995.2,27.5,83.0
2019-06-10,995.9,24.6,97.0
2019-06-11,998.7,22.8,99.0
2019-06-12,999.9,22.2,98.0
2019-06-13,994.0,24.6,97.0
2019-06-14,995.9,23.0,89.0
2019-06-15,998.9,24.2,69.0
2019-06-16,1000.0,27.0,70.0
2019-06-17,1003.1,25.3,95.0
2019-06-18,1000.9,27.5,91.0
2019-06-19,998.4,30.2,77.0
2019-06-20,997.1,30.4,77.0
2019-06-21,995.4,31.2,72.0
2019-06-22,996.7,27.4,82.0
2019-06-23,999.4,24.7,97.0
2019-06-24,1001.7,24.6,95.0
2019-06-25,1000.7,24.5,97.0
2019-06-26,995.3,26.0,94.0
2019-06-27,995.2,26.2,95.0
2019-06-28,995.0,28.2,87.0
2019-06-29,994.5,29.5,86.0
2019-06-30,995.9,29.5,85.0
2019-07-01,994.6,29.5,80.0
2019-07-02,,,
2019-07-03,1000.4,27.6,88.0
2019-07-04,998.7,28.8,86.0
2019-07-05,993.8,30.9,54.0
2019-07-06,994.4,28.8,79.0
2019-07-07,997.4,30.3,71.0
2019-07-08,997.1,28.1,84.0
2019-07-09,994.4,28.9,81.0
2019-07-10,997.5,28.5,86.0
2019-07-11,1001.8,27.6,85.0
2019-07-12,999.7,25.8,98.0
2019-07-13,995.3,30.3,70.0
2019-07-14,997.3,26.8,94.0
2019-07-15,997.6,28.7,81.0
2019-07-16,996.7,28.8,71.0
2019-07-17,991.6,27.9,90.0
2019-07-18,988.2,27.9,87.0
2019-07-19,992.5,27.5,96.0
2019-07-20,997.4,27.4,93.0
2019-07-21,998.6,25.8,96.0
2019-07-22,999.9,25.3,96.0
2019-07-23,998.9,27.3,86.0
2019-07-24,1000.2,26.7,96.0
2019-07-25,999.7,28.3,91.0
2019-07-26,998.4,27.8,86.0
2019-07-27,998.9,28.9,80.0
2019-07-28,999.9,28.4,77.0
2019-07-29,998.9,29.9,74.0
2019-07-30,998.6,29.9,68.0
2019-07-31,998.3,30.4,66.0
2019-08-01,998.3,30.0,66.0
2019-08-02,996.8,27.9,78.0
2019-08-03,994.8,28.3,80.0
2019-08-04,994.4,29.3,78.0
2019-08-05,994.8,28.7,81.0
2019-08-06,,,
2019-08-07,,,
2019-08-08,984.5,27.7,89.0
2019-08-09,978.0,31.1,62.0
2019-08-10,986.7,30.1,78.0
2019-08-11,991.7,30.2,79.0
2019-08-12,992.6,29.0,80.0
2019-08-13,992.9,29.2,73.0
2019-08-14,992.6,30.3,80.0
2019-08-15,,,
2019-08-16,994.6,28.2,82.0
2019-08-17,996.9,27.2,89.0
2019-08-18,997.7,25.6,96.0
2019-08-19,998.3,24.7,96.0
2019-08-20,997.7,26.4,91.0
2019-08-21,997.4,26.2,94.0
2019-08-22,998.5,28.9,75.0
2019-08-23,998.4,27.9,87.0
