,pres_hpa,temp_cels,rh_percent
2017-01-01,1016.5,22.8,66.0
2017-01-02,1016.6,21.4,82.0
2017-01-03,1017.0,20.3,87.0
2017-01-04,1014.2,23.5,67.0
2017-01-05,1013.3,22.5,72.0
2017-01-06,1012.0,22.5,84.0
2017-01-07,1009.9,21.2,84.0
2017-01-08,1012.2,19.1,81.0
2017-01-09,1016.3,17.1,67.0
2017-01-10,1017.3,19.0,66.0
2017-01-11,1015.0,19.8,76.0
2017-01-12,1011.7,20.1,82.0
2017-01-13,1015.1,14.9,87.0
2017-01-14,1018.2,15.5,71.0
2017-01-15,1019.1,14.0,86.0
2017-01-16,1019.2,16.1,70.0
2017-01-17,1017.9,20.7,70.0
2017-01-18,1018.0,20.0,85.0
2017-01-19,1017.2,19.0,82.0
2017-01-20,1025.2,12.6,60.0
2017-01-21,1023.9,14.6,71.0
2017-01-22,1026.7,13.7,59.0
2017-01-23,1026.7,14.3,61.0
2017-01-24,1026.5,13.9,79.0
2017-01-25,1024.7,15.2,72.0
2017-01-26,1020.9,16.8,68.0
2017-01-27,1020.9,17.8,75.0
2017-01-28,1015.1,21.8,65.0
2017-01-29,1014.7,21.1,76.0
2017-01-30,1022.0,15.4,78.0
2017-01-31,1019.6,16.4,83.0
2017-02-01,1023.3,16.1,78.0
2017-02-02,1022.6,15.1,78.0
2017-02-03,1015.7,20.9,66.0
2017-02-04,1012.1,18.3,83.0
2017-02-05,1013.0,18.2,81.0
2017-02-06,1017.8,16.9,60.0
2017-02-07,1015.2,17.3,68.0
2017-02-08,1013.5,16.5,84.0
2017-02-09,1020.1,10.1,58.0
2017-02-10,1023.0,11.5,54.0
2017-02-11,1025.7,11.8,56.0
2017-02-12,1024.6,14.5,63.0
2017-02-13,1026.3,16.3,61.0
2017-02-14,1027.3,16.5,55.0
2017-02-15,1021.9,20.6,54.0
2017-02-16,1017.8,19.6,45.0
2017-02-17,1018.6,21.8,63.0
2017-02-18,1021.8,18.6,79.0
2017-02-19,1012.6,20.0,74.0
2017-02-20,1014.2,20.1,74.0
2017-02-21,1014.3,21.5,77.0
2017-02-22,1011.2,19.4,91.0
2017-02-23,1020.2,13.1,75.0
2017-02-24,1020.8,12.0,91.0
2017-02-25,1017.2,13.9,91.0
2017-02-26,1021.0,13.6,74.0
2017-02-27,1021.5,14.8,72.0
2017-02-28,1017.0,14.6,80.0
2017-03-01,1015.5,16.9,61.0
2017-03-02,1019.7,13.1,56.0
2017-03-03,1013.2,17.7,64.0
2017-03-04,1011.4,18.3,82.0
2017-03-05,1007.9,21.6,73.0
2017-03-06,1014.4,15.4,71.0
2017-03-07,1016.3,12.1,88.0
2017-03-08,1017.2,13.4,88.0
2017-03-09,1014.6,15.9,80.0
2017-03-10,1010.0,17.7,93.0
2017-03-11,1013.0,20.6,78.0
2017-03-12,1009.7,20.4,84.0
2017-03-13,1010.2,16.0,94.0
2017-03-14,1019.4,13.9,65.0
2017-03-15,1015.9,15.8,66.0
2017-03-16,1015.3,15.6,93.0
2017-03-17,1016.0,18.5,84.0
2017-03-18,1016.2,18.9,89.0
2017-03-19,1016.3,19.3,89.0
2017-03-20,1011.6,23.5,78.0
2017-03-21,1016.5,16.6,80.0
2017-03-22,1011.2,22.8,71.0
2017-03-23,1015.4,18.4,76.0
2017-03-24,1012.1,21.4,69.0
2017-03-25,1017.8,15.1,80.0
2017-03-26,1022.0,15.2,75.0
2017-03-27,1020.0,19.6,44.0
2017-03-28,1016.3,21.6,65.0
2017-03-29,1017.8,20.5,71.0
2017-03-30,1013.5,23.2,74.0
2017-03-31,1017.0,14.6,84.0
2017-04-01,1019.2,15.6,55.0
2017-04-02,1019.8,17.7,42.0
2017-04-03,1018.3,19.9,48.0
2017-04-04,1014.7,21.9,58.0
2017-04-05,1011.4,24.1,66.0
2017-04-06,1010.0,23.7,68.0
2017-04-07,1010.1,24.8,73.0
2017-04-08,1008.1,25.1,77.0
2017-04-09,1004.0,26.3,76.0
2017-04-10,1001.7,28.7,58.0
2017-04-11,1009.5,18.8,78.0
2017-04-12,1014.6,18.1,71.0
2017-04-13,1014.8,19.7,79.0
2017-04-14,1011.9,22.0,85.0
2017-04-15,1010.8,24.5,83.0
2017-04-16,1010.2,25.8,72.0
2017-04-17,1004.4,28.2,69.0
2017-04-18,1005.6,25.9,85.0
2017-04-19,1008.7,24.9,80.0
2017-04-20,1006.1,26.4,68.0
2017-04-21,1006.5,23.0,91.0
2017-04-22,1012.5,17.1,92.0
2017-04-23,1013.3,19.9,56.0
2017-04-24,1011.8,23.0,76.0
2017-04-25,1009.8,23.8,86.0
2017-04-26,1009.6,22.6,77.0
2017-04-27,1013.7,15.9,86.0
2017-04-28,1011.9,19.5,47.0
2017-04-29,1011.1,22.1,45.0
2017-04-30,1010.4,24.7,64.0
2017-05-01,1010.7,25.8,64.0
2017-05-02,1010.3,25.5,68.0
2017-05-03,1010.0,25.4,76.0
2017-05-04,1009.5,28.2,66.0
2017-05-05,1012.2,25.9,84.0
2017-05-06,1014.2,22.9,79.0
2017-05-07,1012.3,23.5,71.0
2017-05-08,1007.6,26.9,77.0
2017-05-09,1009.8,25.4,74.0
2017-05-10,1011.6,28.8,68.0
2017-05-11,1010.4,29.4,66.0
2017-05-12,1006.3,26.3,83.0
2017-05-13,1007.6,24.0,86.0
2017-05-14,1008.2,25.9,77.0
2017-05-15,1006.5,25.4,83.0
2017-05-16,1006.5,21.0,87.0
2017-05-17,1009.5,23.7,75.0
2017-05-18,1011.1,25.5,67.0
2017-05-19,1009.9,22.7,84.0
2017-05-20,1005.9,25.1,73.0
2017-05-21,1006.1,24.7,75.0
2017-05-22,1006.1,26.8,73.0
2017-05-23,1004.3,27.4,76.0
2017-05-24,1005.2,22.8,92.0
2017-05-25,1007.7,22.6,83.0
2017-05-26,1009.3,23.7,72.0
2017-05-27,1008.9,20.6,81.0
2017-05-28,1007.9,23.7,80.0
2017-05-29,1007.2,26.3,74.0
2017-05-30,1006.3,26.1,85.0
2017-05-31,1001.4,28.9,68.0
2017-06-01,998.1,31.0,61.0
2017-06-02,1001.5,24.2,93.0
2017-06-03,1002.5,23.4,97.0
2017-06-04,1005.2,25.1,94.0
2017-06-05,1006.6,28.3,78.0
2017-06-06,1007.4,29.1,79.0
2017-06-07,1008.5,30.0,73.0
2017-06-08,1007.9,28.2,82.0
2017-06-09,1007.2,29.9,75.0
2017-06-10,1005.8,28.5,83.0
2017-06-11,1006.8,26.7,88.0
2017-06-12,1007.0,25.3,88.0
2017-06-13,1006.0,26.7,88.0
2017-06-14,1007.7,24.1,94.0
2017-06-15,1006.4,22.8,93.0
2017-06-16,1003.0,24.3,95.0
2017-06-17,1004.7,22.6,94.0
2017-06-18,1004.3,23.8,91.0
2017-06-19,1003.4,28.5,74.0
2017-06-20,1001.5,30.0,64.0
2017-06-21,1004.4,30.2,69.0
2017-06-22,1006.6,29.1,70.0
2017-06-23,1005.0,30.4,67.0
2017-06-24,1002.8,30.7,66.0
2017-06-25,1003.0,31.1,64.0
2017-06-26,1004.8,30.7,69.0
2017-06-27,1008.3,29.1,76.0
2017-06-28,1008.5,30.1,75.0
2017-06-29,1007.4,30.2,62.0
2017-06-30,1006.8,27.2,85.0
2017-07-01,1008.2,26.6,89.0
2017-07-02,1006.0,30.0,72.0
2017-07-03,1006.3,28.3,77.0
2017-07-04,1008.6,26.7,88.0
2017-07-05,1008.5,30.1,69.0
2017-07-06,1007.6,31.1,61.0
2017-07-07,1010.7,24.7,88.0
2017-07-08,1009.6,27.5,80.0
2017-07-09,1007.4,28.8,84.0
2017-07-10,1006.7,28.8,83.0
2017-07-11,1008.9,28.7,78.0
2017-07-12,1008.8,31.1,69.0
2017-07-13,1006.6,31.0,61.0
2017-07-14,1006.8,31.5,54.0
2017-07-15,1007.1,30.9,54.0
2017-07-16,1006.7,31.8,51.0
2017-07-17,1009.8,30.2,77.0
2017-07-18,1009.0,31.4,69.0
2017-07-19,1006.1,31.0,64.0
2017-07-20,1006.4,31.8,55.0
2017-07-21,1006.9,31.8,58.0
2017-07-22,1005.3,31.7,55.0
2017-07-23,1004.6,30.8,72.0
2017-07-24,1002.1,30.9,74.0
2017-07-25,1002.3,31.1,61.0
2017-07-26,1002.0,29.9,73.0
2017-07-27,1001.9,31.4,60.0
2017-07-28,1001.0,29.7,81.0
2017-07-29,986.7,27.6,82.0
2017-07-30,990.6,30.5,64.0
2017-07-31,998.3,29.4,72.0
2017-08-01,1001.7,30.1,68.0
2017-08-02,,,
2017-08-03,999.9,28.1,89.0
2017-08-04,1001.2,30.7,79.0
2017-08-05,1001.8,32.4,62.0
2017-08-06,1001.9,32.1,65.0
2017-08-07,1002.0,32.7,65.0
2017-08-08,1002.0,32.4,62.0
2017-08-09,1001.8,32.2,60.0
2017-08-10,1003.0,32.5,60.0
2017-08-11,1004.7,30.3,76.0
2017-08-12,1005.7,32.0,64.0
2017-08-13,1005.6,30.7,73.0
2017-08-14,1004.5,31.9,64.0
2017-08-15,1004.2,32.0,59.0
2017-08-16,1005.6,30.9,64.0
2017-08-17,1006.6,31.1,67.0
