遊戲名稱,期別,開獎日期,銷售總額,銷售注數,總獎金,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,特別號
大樂透,109000046,2020-05-12,89934700,1798694,68226320,1,5,8,11,35,36,26
大樂透,109000047,2020-05-15,92602600,1852052,84013991,6,11,31,40,42,45,43
大樂透,109000048,2020-05-19,85076850,1701537,105485328,27,32,33,40,43,44,37
大樂透,109000049,2020-05-22,77737900,1554758,125429670,3,7,10,13,39,46,29
大樂透,109000050,2020-05-26,93659850,1873197,146210284,1,5,25,29,33,38,19
大樂透,109000051,2020-05-29,93617050,1872341,165307171,31,35,39,40,45,49,41
大樂透,109000052,2020-06-02,99272500,1985450,192285504,1,6,22,25,33,48,19
大樂透,109000053,2020-06-05,87783950,1755679,50868967,3,5,8,24,26,49,19
大樂透,109000054,2020-06-09,124961400,2499228,89203029,8,17,28,35,36,47,41
大樂透,109000055,2020-06-12,139967600,2799352,126588819,1,6,28,30,33,48,27
大樂透,109000056,2020-06-16,142703600,2854072,160593624,6,13,20,23,29,46,42
大樂透,109000057,2020-06-19,133453900,2669078,74734184,1,15,16,25,43,46,6
大樂透,109000058,2020-06-23,139006850,2780137,109169790,1,2,16,22,27,45,13
大樂透,109000059,2020-06-26,140647400,2812948,141275751,10,12,16,37,40,41,5
大樂透,109000060,2020-06-30,134411400,2688228,169667082,26,29,31,43,46,49,6
